Region,Stringency,Date:,20200507
Rest of Oceania,67.74,,COK,Cook Islands,nan,FJI,Fiji,nan,PYF,French Polynesia,nan,KIR,Kiribati,nan,MHL,Marshall Islands,nan,FSM,Micronesia (Federated States of),nan,NRU,Nauru,nan,NCL,New Caledonia,nan,NZL,New Zealand,85.24,PLW,Palau,nan,PNG,Papua New Guinea,nan,WSM,Samoa,nan,SLB,Solomon Islands,50.24,TLS,Timor-Leste,nan,TON,Tonga,nan,TUV,Tuvalu,nan,VUT,Vanuatu,nan,average,67.74,
Rest of OPEC,85.95333333333333,,AGO,Angola,84.05,COG,Congo,97.14,ECU,Ecuador,nan,GNQ,Equatorial Guinea,nan,GAB,Gabon,81.19,IRQ,Iraq,80.48,QAT,Qatar,90.0,VEN,Venezuela,82.86,average,85.95333333333333,
Rest of South America,88.97999999999999,,ARG,Argentina,86.43,BOL,Bolivia,97.14,CHL,Chile,nan,COL,Colombia,88.81,GUY,Guyana,92.38,PRY,Paraguay,nan,PER,Peru,97.14,SUR,Suriname,79.29,URY,Uruguay,81.67,average,88.97999999999999,
Rest of South Asia,91.238,,AFG,Afghanistan,nan,BGD,Bangladesh,90.71,BTN,Bhutan,88.81,MDV,Maldives,nan,NPL,Nepal,94.29,PAK,Pakistan,93.57,LKA,Sri Lanka,88.81,average,91.238,
Rest of South East Asia,75.90599999999999,,BRN,Brunei,63.81,KHM,Cambodia,nan,LAO,Lao People's Democratic Republic,63.81,MMR,Myanmar,83.1,PHL,Philippines,94.29,VNM,Vietnam,74.52,average,75.90599999999999,
Russia,92.38
Scandinavia,73.69250000000001,,DNK,Denmark,80.48,FIN,Finland,75.71,GRL,Greenland,nan,ISL,Iceland,nan,NOR,Norway,80.48,SWE,Sweden,58.1,average,73.69250000000001,
Singapore,86.67
South Africa,85.24
South Korea,57.38
Spain,85.24
Taiwan,nan
Thailand,84.05
UAE,85.24
UK,77.38
USA,70.0
